,AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,Color_pre,DayuponOutcome,AboutAge,BreedMix,Breed_pre,Year,Month,YearMonth,Hour,Season,Quarter,Group,Size
16684,14049,1,10832,4,Partner,1,0,32,501,38,0,150,2,1,63,1,10,13,13,0,3,12,9
16685,23182,1,19059,4,Partner,1,3,28,1262,307,21,120,2,1,185,2,8,23,14,0,2,7,2
16686,18908,0,15147,4,Partner,0,4,20,637,104,2,14,2,1,79,2,4,19,18,1,1,9,6
16687,3670,1,1325,3,NaN,1,3,26,878,307,21,1095,4,1,124,0,10,1,18,0,3,4,1
16688,11347,1,8353,3,NaN,1,3,30,1066,98,2,1460,20,1,159,1,7,10,18,2,2,5,2
16689,5767,1,3636,0,NaN,1,2,5,696,114,2,365,2,1,98,1,1,4,17,3,0,0,1
16690,2835,0,695,2,Suffering,0,0,2,640,104,2,30,2,1,80,0,9,0,12,0,3,8,5
16691,11262,1,8203,4,Partner,1,0,2,450,88,2,30,2,1,61,1,7,10,18,2,2,6,3
16692,2081,1,8,2,Behavior,1,2,5,436,250,14,365,2,1,59,0,9,0,12,0,3,12,9
16693,3134,1,2243,0,NaN,0,2,24,640,5,0,90,2,1,80,0,11,2,14,3,3,8,5
16694,18665,0,14997,4,Partner,0,0,29,640,139,4,28,2,1,80,2,4,19,18,1,1,8,5
16695,12411,1,9496,0,NaN,1,2,34,695,25,0,1825,6,0,98,1,8,11,14,0,2,0,1
16696,23567,1,19294,4,Partner,0,1,41,640,5,0,2920,20,1,80,2,9,24,17,0,3,8,5
16697,16651,1,13358,3,NaN,1,2,21,214,359,23,730,20,1,33,2,2,17,15,1,0,12,9
16698,6089,0,3807,4,Partner,1,1,6,450,250,14,300,2,1,61,1,2,5,15,1,0,6,3
16699,15556,1,12599,0,NaN,1,2,39,847,38,0,2555,8,1,124,2,0,15,12,3,0,4,1
16700,9637,0,6656,4,Partner,0,1,20,640,5,0,14,2,1,80,1,5,8,13,2,1,8,5
16701,4896,1,2876,0,NaN,1,3,34,202,252,15,1825,6,1,27,1,0,3,23,3,0,0,1
16702,8882,1,7528,0,NaN,0,3,19,640,167,6,60,2,1,80,1,6,9,18,2,2,8,5
16703,11423,1,8595,0,NaN,0,1,19,640,111,2,60,2,1,80,1,7,10,18,2,2,8,5
16704,24476,1,20100,3,NaN,1,2,7,74,317,21,3650,20,1,15,2,10,25,12,0,3,0,2
16705,21219,1,17909,4,Partner,0,0,2,640,5,0,30,2,1,80,2,7,22,15,2,2,8,5
16706,26583,1,22690,0,NaN,1,3,36,512,5,0,180,2,1,64,3,1,28,12,3,0,3,2
16707,8349,0,5640,4,Partner,0,1,35,640,38,0,6,2,1,80,1,4,7,17,1,1,8,5
16708,17764,0,14290,4,Partner,0,4,18,640,63,1,2,2,1,80,2,3,18,15,1,1,8,5
16709,15977,1,12780,0,NaN,1,3,5,1170,329,22,365,2,1,170,2,1,16,17,3,0,5,9
16710,11107,0,8062,4,Partner,0,1,3,640,216,13,7,2,1,80,1,7,10,12,2,2,8,5
16711,10499,0,7563,4,Partner,0,0,4,640,104,2,7,2,1,80,1,6,9,11,2,2,8,5
16712,22021,1,21680,3,NaN,0,2,21,1251,186,8,730,20,1,184,2,11,26,12,3,3,11,8
16713,4479,1,2422,0,NaN,0,2,36,1251,211,12,180,2,1,184,1,0,3,12,3,0,11,8
16714,18108,0,14729,2,Aggressive,1,0,26,847,5,0,1095,4,1,124,2,4,19,13,1,1,4,1
16715,10727,1,7779,0,Foster,1,2,19,898,38,0,60,2,1,124,1,6,9,19,2,2,4,1
16716,25925,1,21814,3,NaN,1,2,5,1291,38,0,365,2,1,196,3,0,27,18,3,0,12,9
16717,26110,1,22285,0,NaN,1,2,21,585,353,22,730,20,1,70,3,0,27,14,3,0,1,3
16718,1021,1,6695,4,Partner,1,2,21,847,5,0,730,20,1,124,1,5,8,15,2,1,4,1
16719,15772,1,12463,3,NaN,1,2,5,980,5,0,365,2,1,137,2,0,15,17,3,0,5,9
16720,15990,1,13226,0,Foster,1,2,2,559,259,15,30,2,1,70,2,1,16,8,3,0,1,3
16721,9747,0,6740,4,Partner,0,1,23,640,86,1,3,2,1,80,1,5,8,13,2,1,8,5
16722,10241,0,7147,4,Partner,1,1,42,574,157,5,270,2,1,70,1,6,9,16,2,2,1,3
16723,22302,1,18486,2,Suffering,0,0,34,640,104,2,1825,6,1,80,2,8,23,18,0,2,8,5
16724,22859,1,19509,0,Foster,0,3,19,640,111,2,60,2,1,80,2,9,24,14,0,3,8,5
16725,22577,1,18504,3,NaN,1,2,21,450,88,2,730,20,1,61,2,8,23,18,0,2,6,3
16726,2520,1,2317,0,NaN,1,3,37,270,98,2,2190,20,1,39,0,11,2,14,3,3,0,2
16727,7844,1,11898,3,NaN,1,3,41,962,169,6,2920,20,1,136,1,11,14,14,3,3,3,3
16728,5320,1,3327,4,Partner,1,2,5,450,274,18,365,2,1,61,1,1,4,13,3,0,6,3
16729,25898,0,21820,4,Partner,1,0,32,881,289,18,150,2,1,124,3,0,27,10,3,0,4,1
16730,4107,1,1840,4,Partner,1,1,5,450,318,22,365,2,1,61,0,11,2,16,3,3,6,3
16731,363,1,22187,3,NaN,1,3,41,695,114,2,2920,20,0,98,3,0,27,19,3,0,0,1
16732,228,1,20524,3,NaN,1,3,41,1091,239,14,2920,20,1,159,2,10,25,17,0,3,5,2
16733,19939,1,16551,0,Foster,0,3,19,640,41,1,60,2,1,80,2,5,20,13,2,1,8,5
16734,25692,0,21518,4,Partner,0,0,37,945,104,2,2190,20,1,132,2,11,26,13,3,3,12,9
16735,21655,1,17551,3,NaN,1,3,21,847,150,5,730,20,1,124,2,6,21,19,2,2,4,1
16736,20212,1,16146,3,NaN,1,0,26,307,226,14,1095,4,1,42,2,5,20,15,2,1,7,1
16737,6990,0,4616,4,Partner,0,0,20,640,104,2,14,2,1,80,1,3,6,13,1,1,8,5
16738,18761,1,15059,3,NaN,1,2,24,1255,177,6,90,2,1,185,2,4,19,11,1,1,7,2
16739,19984,1,19718,0,NaN,1,2,11,811,329,22,4745,14,1,117,2,9,24,15,0,3,5,3
16740,7623,1,5269,3,NaN,1,2,8,1066,330,22,330,2,1,159,1,4,7,8,1,1,5,2
16741,3886,1,2312,0,NaN,1,2,42,1066,289,18,270,2,1,159,0,11,2,12,3,3,5,2
16742,3942,0,1809,0,NaN,0,3,19,640,38,0,60,2,1,80,0,11,2,14,3,3,8,5
16743,3788,0,1496,4,SCRP,0,1,28,640,63,1,120,2,1,80,0,10,1,14,0,3,8,5
16744,19761,1,16001,0,NaN,0,3,21,1251,211,12,730,20,1,184,2,5,20,16,2,1,11,8
16745,8073,0,5446,4,Partner,0,4,0,640,63,1,0,20,1,80,1,4,7,13,1,1,8,5
16746,10318,1,7458,0,NaN,1,3,41,617,248,14,2920,20,1,75,1,6,9,15,2,2,12,9
16747,16574,0,13252,4,Partner,1,1,19,1336,185,7,60,2,1,212,2,1,16,13,3,0,4,1
16748,16437,1,13213,0,NaN,1,2,5,962,318,22,365,2,1,136,2,1,16,11,3,0,3,3
16749,20167,1,16294,4,Partner,0,3,19,640,86,1,60,2,1,80,2,5,20,12,2,1,8,5
16750,21340,1,18065,4,Partner,1,3,21,1291,86,1,730,20,1,196,2,7,22,12,2,2,12,9
16751,11026,1,9572,0,NaN,0,2,19,640,216,13,60,2,1,80,1,8,11,13,0,2,8,5
16752,16782,1,13593,0,NaN,1,3,5,696,25,0,365,2,1,98,2,2,17,13,1,0,0,1
16753,14038,1,12186,4,Partner,1,3,26,185,98,2,1095,4,1,22,2,0,15,13,3,0,1,3
16754,235,1,1918,2,Suffering,1,3,41,696,114,2,2920,20,1,98,0,11,2,17,3,3,0,1
16755,145,1,3697,3,NaN,1,3,43,504,289,18,3285,10,1,64,1,2,5,11,1,0,3,2
16756,5774,0,3508,4,Partner,0,0,3,1251,211,12,7,2,1,184,1,1,4,16,3,0,11,8
16757,17367,0,13988,4,Partner,1,3,42,1037,324,22,270,2,0,153,2,3,18,17,1,1,12,9
16758,7744,1,5253,3,NaN,1,3,30,853,38,0,1460,20,1,124,1,4,7,16,1,1,4,1
16759,8405,1,5928,3,NaN,1,3,34,1066,86,1,1825,6,1,159,1,4,7,11,1,1,5,2
16760,2946,0,937,0,NaN,1,3,28,1116,320,22,120,2,1,163,0,10,1,16,0,3,4,2
16761,4422,1,3018,0,NaN,1,2,26,1066,38,0,1095,4,1,159,1,0,3,17,3,0,5,2
16762,26592,1,22711,0,NaN,1,3,2,847,5,0,30,2,1,124,3,1,28,17,3,0,4,1
16763,21798,0,18075,4,Partner,0,1,20,640,86,1,14,2,1,80,2,7,22,14,2,2,8,5
16764,23242,0,19027,4,SCRP,0,4,21,640,211,12,730,20,1,80,2,8,23,9,0,2,8,5
16765,3449,1,1414,0,NaN,0,2,24,640,104,2,90,2,1,80,0,10,1,14,0,3,8,5
16766,26012,1,22055,0,NaN,0,2,10,1251,151,5,4380,20,1,184,3,0,27,13,3,0,11,8
16767,20687,0,16526,1,In Kennel,0,4,31,640,5,0,5,2,1,80,2,5,20,0,2,1,8,5
16768,15074,0,11871,4,Partner,1,1,20,61,5,0,14,2,1,13,1,11,14,16,3,3,12,9
16769,927,1,11220,3,NaN,1,2,26,1066,38,0,1095,4,1,159,1,11,14,16,3,3,5,2
16770,7483,1,7625,0,Foster,1,3,21,449,274,18,730,20,0,61,1,6,9,8,2,2,6,3
16771,13273,1,10197,4,Partner,1,2,26,956,226,14,1095,4,1,135,1,9,12,17,0,3,6,9
16772,16012,1,12848,4,Partner,1,3,34,846,150,5,1825,6,0,124,2,1,16,11,3,0,4,1
16773,26100,1,22288,0,NaN,1,2,40,7,259,15,240,2,0,4,3,0,27,15,3,0,7,0
16774,1901,1,504,4,SCRP,0,0,5,637,291,19,365,2,1,79,0,9,0,17,0,3,9,6
16775,25623,1,22013,4,Partner,1,1,30,1066,38,0,1460,20,1,159,3,0,27,11,3,0,5,2
16776,7779,1,7337,0,Foster,0,2,19,640,5,0,60,2,1,80,1,6,9,17,2,2,8,5
16777,14295,1,11290,4,Partner,1,3,41,74,328,22,2920,20,1,15,1,11,14,17,3,3,0,2
16778,3418,1,21911,0,NaN,0,3,43,640,38,0,3285,10,1,80,3,0,27,14,3,0,8,5
16779,5592,1,3350,4,Partner,1,0,2,208,307,21,30,2,1,30,1,1,4,15,3,0,7,0
16780,25428,1,21233,0,NaN,1,3,21,847,358,23,730,20,1,124,2,11,26,17,3,3,4,1
16781,17395,1,14096,0,NaN,1,3,28,450,329,22,120,2,1,61,2,3,18,17,1,1,6,3
16782,17372,0,14201,2,Suffering,1,3,41,1236,342,22,2920,20,1,183,2,3,18,15,1,1,6,3
16783,26106,0,22107,2,Rabies Risk,0,0,24,640,104,2,90,2,1,80,3,0,27,8,3,0,8,5
16784,24312,1,19952,3,NaN,1,2,34,194,131,3,1825,6,1,23,2,9,24,11,0,3,0,2
16785,17821,0,14332,4,Partner,0,4,25,640,296,20,21,2,1,80,2,3,18,14,1,1,8,5
16786,638,1,15536,4,Partner,1,2,30,855,70,1,1460,20,1,124,2,4,19,0,1,1,4,1
16787,15824,0,12646,0,NaN,1,3,5,16,38,0,365,2,1,5,2,0,15,18,3,0,12,9
16788,13372,1,10107,0,NaN,1,3,36,1123,329,22,180,2,1,163,1,9,12,14,0,3,4,2
16789,25586,1,21262,3,NaN,1,2,13,1221,129,2,5475,16,1,181,2,11,26,11,3,3,0,3
16790,2209,1,299,2,Aggressive,1,0,21,27,330,22,730,20,1,7,0,9,0,15,0,3,12,9
16791,7520,1,5887,0,NaN,0,2,19,640,1,24,60,2,1,80,1,4,7,16,1,1,8,5
16792,1181,1,17030,2,Suffering,1,3,7,450,289,18,3650,20,1,61,2,6,21,17,2,2,6,3
16793,12171,0,9089,4,Partner,1,0,19,1066,252,15,60,2,1,159,1,8,11,14,0,2,5,2
16794,14365,1,11027,3,NaN,1,3,8,214,88,2,330,2,1,33,1,10,13,13,0,3,12,9
16795,6114,0,3832,4,Partner,1,1,19,811,307,21,60,2,1,117,1,2,5,15,1,0,5,3
16796,24073,1,19856,4,Partner,1,0,5,1026,38,0,365,2,1,150,2,9,24,16,0,3,6,4
16797,8894,0,6013,4,SCRP,0,0,21,1251,205,24,730,20,1,184,1,5,8,8,2,1,11,8
16798,23964,1,19981,0,NaN,1,2,38,411,99,2,210,2,1,57,2,9,24,13,0,3,0,2
16799,16474,0,13259,0,NaN,0,3,28,640,139,4,120,2,1,80,2,1,16,17,3,0,8,5
16800,21749,1,19597,0,Foster,1,2,19,407,58,1,60,2,1,57,2,9,24,7,0,3,0,2
16801,12600,1,12341,0,Foster,0,3,28,640,139,4,120,2,1,80,2,0,15,9,3,0,8,5
16802,22339,1,18283,0,NaN,1,2,19,988,5,0,60,2,1,137,2,7,22,17,2,2,5,9
16803,6055,0,3717,4,Partner,1,0,5,450,358,23,365,2,1,61,1,2,5,11,1,0,6,3
16804,13182,1,9989,0,NaN,1,2,5,61,248,14,365,2,1,13,1,9,12,16,0,3,12,9
16805,17389,1,14132,3,NaN,1,2,7,1235,38,0,3650,20,0,183,2,3,18,15,1,1,6,3
16806,14795,1,12253,0,NaN,1,2,5,1066,130,2,365,2,1,159,2,0,15,16,3,0,5,2
16807,2430,1,1070,0,NaN,1,3,42,307,38,0,270,2,1,42,0,10,1,18,0,3,7,1
16808,4428,1,2087,3,NaN,1,3,13,399,353,22,5475,16,1,55,0,11,2,11,3,3,0,3
16809,610,1,4949,0,Foster,1,2,34,73,320,22,1825,6,0,15,1,3,6,8,1,1,0,2
16810,1551,1,820,0,NaN,1,3,34,1066,289,18,1825,6,1,159,0,9,0,18,0,3,5,2
16811,15396,1,12133,3,NaN,1,1,21,1066,89,2,730,20,1,159,2,0,15,14,3,0,5,2
16812,21898,1,19089,0,Foster,0,3,38,640,220,13,210,2,1,80,2,8,23,14,0,2,8,5
16813,12531,1,9570,0,NaN,1,2,5,249,320,22,365,2,1,39,1,8,11,12,0,2,0,2
16814,18174,0,14623,4,Partner,0,0,3,640,139,4,7,2,1,80,2,3,18,19,1,1,8,5
16815,26256,1,22274,3,NaN,1,3,5,125,128,2,365,2,1,17,3,0,27,18,3,0,0,2
16816,12585,1,9608,0,NaN,0,1,2,640,216,13,30,2,1,80,1,8,11,17,0,2,8,5
16817,8386,0,5755,4,Partner,1,0,19,720,88,2,60,2,1,98,1,4,7,17,1,1,0,1
16818,8234,0,6843,0,Foster,0,2,24,945,5,0,90,2,1,132,1,6,9,9,2,2,12,9
16819,1576,1,654,3,NaN,1,2,34,450,82,1,1825,6,1,61,0,9,0,17,0,3,6,3
16820,12735,1,13052,4,Partner,0,2,5,637,38,0,365,2,1,79,2,1,16,13,3,0,9,6
16821,5988,1,4292,0,Foster,1,2,19,980,334,22,60,2,1,137,1,2,5,18,1,0,5,9
16822,8478,0,6424,0,NaN,1,3,2,696,25,0,30,2,1,98,1,5,8,13,2,1,0,1
16823,6512,1,4267,0,NaN,1,3,5,962,166,6,365,2,1,136,1,2,5,19,1,0,3,3
16824,9360,1,6620,4,Partner,1,0,37,450,289,18,2190,20,1,61,1,5,8,11,2,1,6,3
16825,13043,1,10061,0,Foster,1,3,21,88,48,1,730,20,1,15,1,9,12,12,0,3,0,2
16826,5166,0,2989,4,Partner,1,2,32,610,320,22,150,2,1,73,1,0,3,17,3,0,3,2
16827,14598,1,11310,4,Partner,1,2,5,1066,38,0,365,2,1,159,1,11,14,17,3,3,5,2
16828,2674,1,7542,0,Foster,1,2,5,1066,329,22,365,2,1,159,1,6,9,14,2,2,5,2
16829,13605,1,15275,4,Partner,1,0,8,351,330,22,330,2,1,47,2,4,19,11,1,1,5,2
16830,24084,1,20062,0,NaN,1,2,19,696,114,2,60,2,1,98,2,9,24,12,0,3,0,1
16831,25382,1,20989,3,NaN,1,2,43,847,5,0,3285,10,1,124,2,11,26,11,3,3,4,1
16832,20108,1,16271,3,NaN,1,3,21,1291,274,18,730,20,1,196,2,5,20,17,2,1,12,9
16833,551,1,6183,0,NaN,1,2,30,450,289,18,1460,20,1,61,1,5,8,18,2,1,6,3
16834,14755,0,11468,0,NaN,1,2,30,962,5,0,1460,20,1,136,1,11,14,18,3,3,3,3
16835,22618,1,18899,4,Partner,0,3,21,632,5,0,730,20,1,78,2,8,23,11,0,2,10,7
16836,21775,1,17635,2,Suffering,1,3,12,450,150,5,5110,20,1,61,2,7,22,16,2,2,6,3
16837,15499,0,12282,0,NaN,0,3,24,640,296,20,90,2,1,80,2,0,15,18,3,0,8,5
16838,9826,0,7372,0,NaN,0,2,28,640,5,0,120,2,1,80,1,6,9,16,2,2,8,5
16839,19473,0,15600,2,Suffering,0,4,2,640,5,0,30,2,1,80,2,5,20,14,2,1,8,5
16840,18900,1,15219,4,Partner,0,0,25,640,38,0,21,2,1,80,2,4,19,14,1,1,8,5
16841,17449,1,14174,0,NaN,1,3,40,1097,98,2,240,2,1,159,2,3,18,17,1,1,5,2
16842,14557,1,11830,4,Partner,1,1,26,407,99,2,1095,4,1,57,1,11,14,12,3,3,0,2
16843,22658,1,18642,4,Partner,1,1,19,450,38,0,60,2,1,61,2,8,23,14,0,2,6,3
16844,5405,1,3347,2,Rabies Risk,1,2,5,249,38,0,365,2,1,39,1,1,4,11,3,0,0,2
16845,5060,0,2802,4,Partner,1,2,19,125,56,1,60,2,1,17,1,0,3,13,3,0,0,2
16846,14584,0,11291,0,NaN,1,3,19,585,318,22,60,2,1,70,1,11,14,18,3,3,1,3
16847,26217,0,22245,0,NaN,1,3,30,696,114,2,1460,20,1,98,3,0,27,17,3,0,0,1
16848,7766,1,5380,4,Partner,1,3,21,492,320,22,730,20,1,62,1,4,7,12,1,1,6,4
16849,21517,0,20780,4,SCRP,0,1,42,640,104,2,270,2,1,80,2,10,25,20,0,3,8,5
16850,8206,0,5534,4,Partner,0,1,25,640,216,13,21,2,1,80,1,4,7,16,1,1,8,5
16851,460,1,20415,4,Partner,1,1,39,648,289,18,2555,8,0,82,2,10,25,18,0,3,12,9
16852,4121,1,2514,4,Partner,1,3,21,227,36,0,730,20,1,32,1,0,3,13,3,0,12,9
16853,4003,0,1665,4,SCRP,0,0,5,640,110,2,365,2,1,80,0,11,2,15,3,3,8,5
16854,8384,0,5754,4,Partner,1,1,19,878,114,2,60,2,1,124,1,4,7,17,1,1,4,1
16855,24920,1,20950,4,Partner,1,1,21,1136,131,3,730,20,1,164,2,11,26,0,3,3,6,4
16856,13702,1,10609,3,NaN,1,3,42,138,98,2,270,2,1,17,1,10,13,17,0,3,0,2
16857,18326,0,14757,4,Partner,0,0,25,640,5,0,21,2,1,80,2,4,19,11,1,1,8,5
16858,5574,1,3461,4,Partner,1,3,39,463,274,18,2555,8,1,61,1,1,4,15,3,0,6,3
16859,9801,0,6811,4,Partner,0,0,2,640,86,1,30,2,1,80,1,5,8,10,2,1,8,5
16860,8246,0,6833,0,Foster,1,2,2,878,177,6,30,2,1,124,1,5,8,17,2,1,4,1
16861,14438,1,11198,4,Partner,1,2,32,847,38,0,150,2,1,124,1,10,13,17,0,3,4,1
16862,24857,1,20894,4,Partner,1,3,21,1149,88,2,730,20,1,167,2,10,25,0,0,3,6,3
16863,17715,1,14447,0,NaN,1,2,5,1054,38,0,365,2,1,155,2,3,18,0,1,1,0,9
16864,22854,0,18646,4,Partner,0,4,3,640,5,0,7,2,1,80,2,8,23,16,0,2,8,5
16865,11558,1,9571,0,NaN,1,2,5,890,353,22,365,2,1,124,1,8,11,12,0,2,4,1
16866,20353,0,16499,4,Partner,0,1,2,640,104,2,30,2,1,80,2,5,20,16,2,1,8,5
16867,25852,1,21871,3,NaN,0,2,37,640,5,0,2190,20,1,80,3,0,27,21,3,0,8,5
16868,4633,1,2565,0,NaN,1,3,5,846,318,22,365,2,0,124,1,0,3,18,3,0,4,1
16869,10462,1,8568,0,NaN,0,2,19,640,111,2,60,2,1,80,1,7,10,13,2,2,8,5
16870,18679,1,16924,0,NaN,0,3,19,637,5,0,60,2,1,79,2,6,21,14,2,2,9,6
16871,11379,1,8437,0,NaN,1,3,40,280,130,2,240,2,1,40,1,7,10,18,2,2,5,3
16872,8782,1,7242,0,NaN,1,3,5,74,226,14,365,2,1,15,1,6,9,16,2,2,0,2
16873,4188,1,1848,0,NaN,0,1,21,637,63,1,730,20,1,79,0,11,2,18,3,3,9,6
16874,9114,1,6341,3,NaN,1,2,40,549,274,18,240,2,1,71,1,5,8,18,2,1,12,9
16875,16981,1,13714,3,NaN,1,2,26,765,320,22,1095,4,1,104,2,2,17,14,1,0,7,0
16876,15147,1,12617,4,Partner,1,2,5,1066,330,22,365,2,1,159,2,0,15,16,3,0,5,2
16877,26167,1,22170,3,NaN,1,1,21,1066,8,0,730,20,1,159,3,0,27,12,3,0,5,2
16878,4357,0,2018,4,Partner,1,1,19,847,289,18,60,2,1,124,0,11,2,11,3,3,4,1
16879,24959,1,20678,0,NaN,1,2,6,450,39,0,300,2,1,61,2,10,25,11,0,3,6,3
16880,8632,1,6062,4,Partner,1,0,7,517,38,0,3650,20,0,65,1,5,8,15,2,1,4,9
16881,5726,1,3539,0,NaN,1,2,19,249,38,0,60,2,1,39,1,1,4,17,3,0,0,2
16882,8081,0,5444,4,Partner,0,4,25,640,5,0,21,2,1,80,1,4,7,13,1,1,8,5
16883,4646,1,2466,0,NaN,1,3,19,847,250,14,60,2,1,124,1,0,3,17,3,0,4,1
16884,4953,0,2673,2,Suffering,0,1,5,637,105,2,365,2,1,79,1,0,3,13,3,0,9,6
16885,16247,1,12964,3,NaN,1,2,26,1066,41,1,1095,4,1,159,2,1,16,14,3,0,5,2
16886,24112,1,19855,3,NaN,0,2,41,640,38,0,2920,20,1,80,2,9,24,15,0,3,8,5
16887,2458,1,1533,0,Foster,1,2,2,499,38,0,30,2,1,63,0,10,1,9,0,3,12,9
16888,22491,1,18966,4,Partner,1,3,26,450,329,22,1095,4,1,61,2,8,23,15,0,2,6,3
16889,704,1,2809,2,Aggressive,1,3,34,696,88,2,1825,6,1,98,1,0,3,15,3,0,0,1
16890,16163,1,12947,0,NaN,1,3,40,1170,354,22,240,2,1,170,2,1,16,17,3,0,5,9
16891,25663,1,21774,4,Partner,1,2,40,1066,165,5,240,2,1,159,3,0,27,13,3,0,5,2
16892,6497,0,4175,4,SCRP,0,4,34,640,168,6,1825,6,1,80,1,2,5,13,1,0,8,5
16893,7522,0,5071,4,Partner,0,4,20,640,38,0,14,2,1,80,1,3,6,12,1,1,8,5
16894,238,1,9583,0,NaN,1,2,41,501,130,2,2920,20,1,63,1,8,11,16,0,2,12,9
16895,10140,1,7698,4,Partner,0,2,5,640,167,6,365,2,1,80,1,6,9,12,2,2,8,5
16896,15085,1,12441,0,NaN,1,2,24,1066,6,0,90,2,1,159,2,0,15,17,3,0,5,2
16897,19180,1,15897,0,NaN,1,2,21,604,36,0,730,20,1,70,2,5,20,18,2,1,1,3
16898,3534,1,1783,0,NaN,0,2,19,640,5,0,60,2,1,80,0,11,2,15,3,3,8,5
16899,16743,1,13977,0,NaN,1,2,34,862,165,5,1825,6,1,124,2,3,18,12,1,1,4,1
16900,17884,0,14380,4,Partner,0,0,18,1251,260,16,2,2,1,184,2,3,18,12,1,1,11,8
16901,22428,1,19803,0,Foster,0,3,19,1251,260,16,60,2,1,184,2,9,24,8,0,3,11,8
16902,5154,1,3138,4,Partner,0,1,26,632,320,22,1095,4,1,78,1,1,4,14,3,0,10,7
16903,24512,1,22088,0,NaN,1,3,5,847,329,22,365,2,1,124,3,0,27,16,3,0,4,1
16904,9710,1,8135,4,Partner,0,2,21,1270,260,16,730,20,0,189,1,7,10,17,2,2,12,9
16905,10431,1,7775,0,NaN,1,3,30,450,36,0,1460,20,1,61,1,6,9,17,2,2,6,3
16906,7682,0,5281,4,Partner,0,0,24,640,111,2,90,2,1,80,1,4,7,14,1,1,8,5
16907,8327,1,6596,4,Partner,1,3,30,1066,130,2,1460,20,1,159,1,5,8,12,2,1,5,2
16908,4445,1,4000,0,NaN,1,3,5,1066,329,22,365,2,1,159,1,2,5,14,1,0,5,2
16909,11927,0,8842,4,Partner,1,0,3,847,114,2,7,2,1,124,1,8,11,11,0,2,4,1
16910,558,1,7760,3,NaN,1,3,39,1254,226,14,2555,8,0,185,1,6,9,13,2,2,7,2
16911,3200,1,15347,3,NaN,1,3,26,1066,98,2,1095,4,1,159,2,4,19,17,1,1,5,2
16912,13845,1,10512,4,Partner,1,2,6,494,5,0,300,2,0,63,1,10,13,15,0,3,12,9
16913,19635,0,15691,4,Partner,1,1,2,891,38,0,30,2,1,124,2,5,20,16,2,1,4,1
16914,12737,1,11318,0,NaN,1,3,41,811,231,14,2920,20,1,117,1,11,14,17,3,3,5,3
16915,9545,1,6701,4,Partner,0,0,19,1251,140,4,60,2,1,184,1,5,8,16,2,1,11,8
16916,5669,1,5092,0,NaN,1,2,5,106,23,0,365,2,1,15,1,3,6,18,1,1,0,2
16917,10803,1,8582,0,NaN,1,3,5,101,162,5,365,2,1,15,1,7,10,16,2,2,0,2
16918,8299,1,5647,3,NaN,1,2,26,450,307,21,1095,4,1,61,1,4,7,18,1,1,6,3
16919,7675,0,5412,4,Partner,1,1,24,27,38,0,90,2,1,7,1,4,7,17,1,1,12,9
16920,14251,1,11074,4,SCRP,0,3,21,640,139,4,730,20,1,80,1,10,13,18,0,3,8,5
16921,22549,1,18635,3,NaN,1,1,30,1066,10,0,1460,20,1,159,2,8,23,12,0,2,5,2
16922,17330,1,14721,3,NaN,1,2,32,810,353,22,150,2,0,117,2,4,19,11,1,1,5,3
16923,9573,1,7873,0,Foster,0,2,19,945,216,13,60,2,1,132,1,6,9,11,2,2,12,9
16924,5455,1,3178,3,NaN,1,3,5,139,330,22,365,2,1,17,1,1,4,17,3,0,0,2
16925,17984,0,14460,4,Partner,0,4,4,640,139,4,7,2,1,80,2,3,18,15,1,1,8,5
16926,7845,1,7291,0,Foster,0,3,24,637,220,13,90,2,1,79,1,6,9,20,2,2,9,6
16927,17796,1,14343,3,NaN,1,3,5,481,163,5,365,2,1,61,2,3,18,17,1,1,6,3
16928,17635,1,14248,3,NaN,1,2,21,450,274,18,730,20,1,61,2,3,18,17,1,1,6,3
16929,18975,1,15535,0,Offsite,1,2,26,735,201,10,1095,4,1,101,2,4,19,19,1,1,12,9
16930,23369,0,19137,4,Partner,0,4,25,640,5,0,21,2,1,80,2,8,23,18,0,2,8,5
16931,382,1,17652,3,NaN,0,2,37,639,5,0,2190,20,0,80,2,7,22,11,2,2,8,5
16932,9230,0,6331,4,Partner,0,0,25,640,167,6,21,2,1,80,1,5,8,16,2,1,8,5
16933,16674,0,13417,2,Rabies Risk,1,3,10,450,284,18,4380,20,1,61,2,2,17,9,1,0,6,3
16934,13028,1,10017,4,Partner,0,3,21,640,296,20,730,20,1,80,1,9,12,14,0,3,8,5
16935,13902,1,10801,4,Partner,1,0,26,1066,86,1,1095,4,1,159,1,10,13,13,0,3,5,2
16936,7366,1,5553,4,Partner,0,3,5,640,111,2,365,2,1,80,1,4,7,11,1,1,8,5
16937,9073,1,6219,3,NaN,0,3,7,640,306,20,3650,20,1,80,1,5,8,15,2,1,8,5
16938,3578,1,14746,3,NaN,1,3,21,1066,86,1,730,20,1,159,2,4,19,17,1,1,5,2
16939,92,1,8068,4,Partner,0,3,34,640,104,2,1825,6,1,80,1,7,10,16,2,2,8,5
16940,11389,0,8440,0,NaN,1,3,19,559,25,0,60,2,1,70,1,7,10,18,2,2,1,3
16941,8436,1,11531,0,NaN,1,2,26,55,98,2,1095,4,1,12,1,11,14,13,3,3,5,2
